玩家pid,玩家等级,累计充值rmb,评分,情感分类,Source,评论内容
1682322574,27,0.0,10,满意,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1941881789,24,1060.6,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1950102040,40,1894.4,10,满意,论坛讨论,提个建议
1871844462,9,0.0,10,不满意,大R反馈,就一个意见，不要实时pvp
1138352993,38,0.0,10,不满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1796307744,22,0.0,10,不满意,小R反馈,春节会有新的198自选吗
1679941103,18,0.0,10,满意,大R反馈,今天阿列克谢
1356563802,48,18209.4,10,满意,大R反馈,国服大概什么时候会有累充奖励
1775023174,28,1963.7,10,满意,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1153389236,42,1400.0,10,不满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1215382252,50,8354.3,10,中立,玩家评论,这期抽卡也太坑人了
1918516263,33,1880.3,10,中立,论坛讨论,还想要多点体力
1239580697,39,2481.1,10,不满意,玩家评论,你们这破保底，早晚逼得我不想氪了
1895256497,36,2455.8,10,中立,玩家评论,就一个意见，不要实时pvp
1495459491,53,12190.7,10,满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1442575299,9,0.0,10,不满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1521655720,33,1505.2,10,中立,玩家评论,话说，那些低级材料以后会有优化么
1486940505,36,35707.9,10,中立,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1093914174,23,0.0,10,不满意,大R反馈,还想要多点体力
1443855965,27,0.0,10,满意,小R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1797719982,25,758.7,10,满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1344407535,50,12882.0,10,不满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1062200070,42,13615.6,10,不满意,大R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1702659479,6,0.0,10,中立,大R反馈,实在不理解，12单，近8000块，就抽到4个要的
1122284602,30,449.0,10,满意,小R反馈,65神兵扫荡连着七八天三金什么意思
1674908410,38,5473.0,10,不满意,论坛讨论,还想要多点体力
1639867355,32,0.0,10,满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1313501609,42,3044.7,10,满意,大R反馈,提个建议
1426065610,52,7285.7,10,中立,玩家评论,就一个意见，不要实时pvp
1549419759,55,17881.8,10,满意,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1797191880,55,15363.7,10,中立,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1996554316,35,1716.6,10,满意,玩家评论,就一个意见，不要实时pvp
1583609546,43,2395.8,10,中立,大R反馈,你们这破保底，早晚逼得我不想氪了
1880306656,44,2057.7,10,满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1427316821,48,0.0,10,满意,玩家评论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1386450830,31,423.7,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1088452488,27,49.7,10,中立,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1280203473,49,7848.2,10,满意,大R反馈,这概率是否有点过分了2:9
1672586981,31,1289.5,10,中立,大R反馈,你们这破保底，早晚逼得我不想氪了
1856346774,40,1717.6,10,中立,小R反馈,65神兵扫荡连着七八天三金什么意思
1067956880,33,0.0,10,不满意,小R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1697634713,48,14313.7,10,满意,玩家评论,这概率是否有点过分了2:9
1953073920,48,9415.2,10,不满意,论坛讨论,这期抽卡也太坑人了
1625634125,29,0.0,10,不满意,玩家评论,今天阿列克谢
1714792251,38,2334.7,10,不满意,小R反馈,国服大概什么时候会有累充奖励
1618961401,44,2443.8,10,中立,小R反馈,提个建议
1162939274,50,2118.7,10,中立,论坛讨论,这概率是否有点过分了2:9
1851425325,10,0.0,10,中立,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1781245684,50,23093.0,10,满意,玩家评论,不用了?弃游了?谢谢
1738705277,41,9867.6,10,满意,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1770338482,33,0.0,10,中立,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1369085841,42,2524.5,10,中立,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1584669347,31,2359.8,10,不满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1497194306,57,1971.7,10,满意,大R反馈,你们这破保底，早晚逼得我不想氪了
1166704880,27,191.2,10,满意,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1845976718,49,7823.3,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1294247742,25,0.0,10,不满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1015594703,39,14177.1,10,不满意,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1061827582,55,14646.2,10,满意,小R反馈,今天阿列克谢
1043937924,30,1819.2,10,不满意,论坛讨论,春节会有新的198自选吗
1334350643,20,0.0,10,满意,小R反馈,能不能增加一个每周经验礼包
1025682873,23,0.0,10,中立,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1937641175,54,0.0,10,不满意,大R反馈,提个建议
1082996290,41,2743.9,10,满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1848496075,53,0.0,10,满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1940381861,38,2085.0,10,中立,玩家评论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1121133392,24,1887.3,10,满意,大R反馈,国服大概什么时候会有累充奖励
1370456775,36,1616.1,10,中立,论坛讨论,你们这破保底，早晚逼得我不想氪了
1498181809,58,0.0,10,不满意,论坛讨论,能不能增加一个每周经验礼包
1845080880,34,209.6,10,满意,玩家评论,这期抽卡也太坑人了
1340621282,59,0.0,10,满意,玩家评论,今天阿列克谢
1086592322,33,3293.0,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1238906244,45,1115.8,10,满意,大R反馈,能不能增加一个每周经验礼包
1534764539,46,3653.5,10,满意,玩家评论,春节会有新的198自选吗
1704843084,36,1492.1,10,中立,玩家评论,就一个意见，不要实时pvp
1728871452,48,8905.8,10,不满意,论坛讨论,今天阿列克谢
1678332875,36,2327.1,10,不满意,玩家评论,今天阿列克谢
1548556823,41,742.1,10,不满意,大R反馈,话说，那些低级材料以后会有优化么
1601766337,28,1200.1,10,中立,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1414474322,41,1875.6,10,满意,论坛讨论,就一个意见，不要实时pvp
1718398596,31,0.0,10,中立,玩家评论,能不能增加一个每周经验礼包
1334121921,43,1964.5,10,不满意,大R反馈,春节会有新的198自选吗
1671587660,24,1575.7,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1072825044,43,0.0,10,满意,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1118663901,27,2492.0,10,满意,小R反馈,能不能增加一个每周经验礼包
1705356503,23,0.0,10,不满意,玩家评论,春节会有新的198自选吗
1898814080,27,0.0,10,中立,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1729394616,20,0.0,10,中立,小R反馈,国服大概什么时候会有累充奖励
1520121215,43,470.9,10,不满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1634906028,29,460.3,10,满意,论坛讨论,今天阿列克谢
1819716601,28,0.0,10,满意,大R反馈,这期抽卡也太坑人了
1215639780,26,0.0,10,不满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1957299470,31,0.0,10,满意,论坛讨论,春节会有新的198自选吗
1157014220,35,1214.2,10,不满意,玩家评论,还想要多点体力
1172798746,51,10624.7,10,不满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1695603011,46,19994.1,10,不满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1800627038,53,885.2,10,中立,玩家评论,国服大概什么时候会有累充奖励
1929013499,54,12814.2,10,中立,玩家评论,65神兵扫荡连着七八天三金什么意思
1860583237,27,0.0,10,满意,玩家评论,话说，那些低级材料以后会有优化么
1290430833,50,17932.4,10,不满意,玩家评论,实在不理解，12单，近8000块，就抽到4个要的
1431849527,38,885.6,10,中立,玩家评论,能不能增加一个每周经验礼包
1419754349,46,2748.3,10,不满意,大R反馈,今天阿列克谢
1655941739,48,2248.4,10,不满意,大R反馈,春节会有新的198自选吗
1854109579,47,3168.2,10,中立,小R反馈,还想要多点体力
1972869310,51,7447.7,10,中立,玩家评论,实在不理解，12单，近8000块，就抽到4个要的
1464187178,50,2424.3,10,不满意,大R反馈,就一个意见，不要实时pvp
1127336108,52,12068.9,10,不满意,大R反馈,这概率是否有点过分了2:9
1447111615,37,1427.3,10,满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1170360236,52,19569.0,10,中立,玩家评论,这期抽卡也太坑人了
1479401235,50,4642.1,10,中立,大R反馈,话说，那些低级材料以后会有优化么
1439787952,32,156.5,10,不满意,大R反馈,就一个意见，不要实时pvp
1202031704,22,276.1,10,满意,玩家评论,话说，那些低级材料以后会有优化么
1419169341,47,8022.6,10,不满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1547824504,44,11693.9,10,不满意,论坛讨论,这期抽卡也太坑人了
1518013228,28,1838.7,10,满意,小R反馈,还想要多点体力
1023608070,33,3213.7,10,不满意,小R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1822821948,10,0.0,10,不满意,大R反馈,今天阿列克谢
1820760923,33,1923.0,10,中立,论坛讨论,你们这破保底，早晚逼得我不想氪了
1061416851,45,8377.9,10,不满意,大R反馈,不用了?弃游了?谢谢
1342175775,32,252.2,10,不满意,论坛讨论,这期抽卡也太坑人了
1321435024,47,404.1,10,中立,小R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1821202504,26,0.0,10,满意,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1592279631,48,11904.9,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1995274412,28,0.0,10,中立,大R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1005733479,25,1904.3,10,满意,小R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1790338204,13,0.0,10,满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1804419386,30,0.0,10,不满意,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1633024939,27,1995.0,10,满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1797513312,61,2067.3,10,不满意,大R反馈,提个建议
1032191142,43,2692.8,10,中立,玩家评论,今后还会出sr角色吗，现在的sr角色好少哦
1765625760,45,1573.1,10,不满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1386741083,56,11066.8,10,不满意,小R反馈,这期抽卡也太坑人了
1419272289,35,2270.7,10,不满意,大R反馈,不用了?弃游了?谢谢
1455559796,44,1043.3,10,中立,玩家评论,这概率是否有点过分了2:9
1516176130,36,1297.4,10,不满意,论坛讨论,能不能增加一个每周经验礼包
1940384163,45,15962.0,10,不满意,大R反馈,65神兵扫荡连着七八天三金什么意思
1438797089,53,6628.0,10,不满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1164534552,22,0.0,10,不满意,小R反馈,这期抽卡也太坑人了
1669747034,45,6215.8,10,不满意,小R反馈,这概率是否有点过分了2:9
1934250842,23,0.0,10,满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1859640099,36,2500.4,10,不满意,小R反馈,还想要多点体力
1271748538,42,1191.5,10,不满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1028270580,51,7601.7,10,满意,大R反馈,实在不理解，12单，近8000块，就抽到4个要的
1889903850,42,625.1,10,中立,大R反馈,这概率是否有点过分了2:9
1266426895,39,19160.0,10,不满意,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1045765840,23,0.0,10,中立,玩家评论,这概率是否有点过分了2:9
1503500248,27,0.0,10,满意,大R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1587442669,22,745.2,10,不满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1764091916,21,947.6,10,不满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1413339256,28,928.0,10,中立,玩家评论,话说，那些低级材料以后会有优化么
1586947811,24,506.4,10,满意,小R反馈,春节会有新的198自选吗
1261451577,28,2006.0,10,满意,小R反馈,这期抽卡也太坑人了
1177755962,47,21044.9,10,不满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1545805392,33,1167.1,10,满意,小R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1093863909,35,2366.3,10,不满意,大R反馈,就一个意见，不要实时pvp
1308486571,52,16553.5,10,不满意,小R反馈,就一个意见，不要实时pvp
1706883234,19,1751.7,10,中立,小R反馈,65神兵扫荡连着七八天三金什么意思
1943779073,19,1393.2,10,中立,论坛讨论,还想要多点体力
1412177333,57,596.3,10,不满意,玩家评论,这概率是否有点过分了2:9
1639587547,30,0.0,10,不满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1153146785,33,1067.2,10,中立,论坛讨论,提个建议
1093808205,20,1276.8,10,不满意,大R反馈,还想要多点体力
1357080393,33,0.0,10,中立,论坛讨论,这概率是否有点过分了2:9
1271564374,51,0.0,10,中立,大R反馈,实在不理解，12单，近8000块，就抽到4个要的
1134059871,23,0.0,10,中立,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1452400959,34,1527.8,10,不满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1569514511,41,21458.6,10,满意,大R反馈,还想要多点体力
1331096486,35,0.0,10,中立,论坛讨论,提个建议
1879182114,53,19570.5,10,中立,玩家评论,春节会有新的198自选吗
1528100463,29,3163.9,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1322865068,41,2733.2,10,不满意,论坛讨论,今天阿列克谢
1833187784,52,12670.9,10,满意,论坛讨论,提个建议
1593394227,37,576.3,10,不满意,大R反馈,实在不理解，12单，近8000块，就抽到4个要的
1000779813,54,25007.9,10,中立,玩家评论,这期抽卡也太坑人了
1726401032,8,0.0,10,满意,论坛讨论,还想要多点体力
1106955714,24,1636.9,10,满意,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1519586162,38,1961.3,10,不满意,玩家评论,能不能增加一个每周经验礼包
1188549432,54,9967.3,10,满意,玩家评论,国服大概什么时候会有累充奖励
1679565204,28,276.1,10,中立,玩家评论,春节会有新的198自选吗
1772489152,44,1969.1,10,满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1301733206,28,2936.4,10,中立,论坛讨论,春节会有新的198自选吗
1105965086,51,8963.8,10,不满意,玩家评论,春节会有新的198自选吗
1617705862,31,1513.5,10,不满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1789619456,47,2948.2,10,不满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1063663550,44,1981.0,10,满意,大R反馈,这概率是否有点过分了2:9
1609353796,45,18197.6,10,满意,玩家评论,提个建议
1445459412,56,1836.8,10,满意,玩家评论,话说，那些低级材料以后会有优化么
1889265064,48,3547.8,10,中立,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1111637488,28,3894.4,10,中立,小R反馈,春节会有新的198自选吗
1349303915,55,29782.0,10,中立,小R反馈,话说，那些低级材料以后会有优化么
1581095164,35,1314.1,10,中立,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1554675806,26,811.0,10,不满意,大R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1394147275,19,934.1,10,不满意,小R反馈,能不能增加一个每周经验礼包
1041952370,49,6597.9,10,不满意,大R反馈,今后还会出sr角色吗，现在的sr角色好少哦
1949697726,50,1967.0,10,中立,大R反馈,不用了?弃游了?谢谢
1847916184,33,1116.8,10,中立,小R反馈,话说，那些低级材料以后会有优化么
1748004865,32,2073.1,10,中立,论坛讨论,还想要多点体力
1930960699,36,1698.4,10,满意,小R反馈,春节会有新的198自选吗
1042586636,47,17455.9,10,中立,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1456979217,61,7852.8,10,满意,大R反馈,话说，那些低级材料以后会有优化么
1415354212,48,0.0,10,不满意,玩家评论,话说，那些低级材料以后会有优化么
1384166334,39,2128.9,10,满意,大R反馈,春节会有新的198自选吗
1010363338,9,0.0,10,满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1339594644,23,2790.1,10,满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1339015901,51,8267.5,10,满意,大R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1809359402,43,21899.5,10,满意,大R反馈,不用了?弃游了?谢谢
1710720658,36,1603.8,10,中立,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1326751709,33,1085.3,10,中立,大R反馈,提个建议
1865503504,51,22661.3,10,中立,大R反馈,今天阿列克谢
1634574227,48,2333.1,10,不满意,论坛讨论,你们这破保底，早晚逼得我不想氪了
1082897023,24,0.0,10,满意,大R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1900468816,43,980.2,10,中立,大R反馈,话说，那些低级材料以后会有优化么
1369061933,45,1398.9,10,满意,玩家评论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1682164497,9,0.0,10,满意,大R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1549744853,53,2719.7,10,中立,大R反馈,这期抽卡也太坑人了
1271213758,20,1061.2,10,不满意,玩家评论,不用了?弃游了?谢谢
1409285798,12,0.0,10,中立,大R反馈,65神兵扫荡连着七八天三金什么意思
1783479328,36,2383.2,10,中立,小R反馈,提个建议
1315085090,33,1525.9,10,满意,论坛讨论,话说，那些低级材料以后会有优化么
1256261209,25,1222.9,10,满意,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1086210446,35,2117.9,10,满意,大R反馈,能不能增加一个每周经验礼包
1991465024,53,0.0,10,中立,小R反馈,国服大概什么时候会有累充奖励
1264219229,43,1752.9,10,不满意,大R反馈,能不能增加一个每周经验礼包
1545853787,29,1063.2,10,中立,玩家评论,还想要多点体力
1365256596,43,9052.3,10,满意,论坛讨论,这概率是否有点过分了2:9
1452595330,37,1571.8,10,满意,大R反馈,就一个意见，不要实时pvp
1056277254,45,0.0,10,中立,玩家评论,这游戏啥时候来个大版本更新啊，现在内容好少
1881620874,34,980.5,10,中立,小R反馈,小黑，我想了解下，贝拉池子啥时候复刻
1234378645,27,0.0,10,不满意,玩家评论,65神兵扫荡连着七八天三金什么意思
1583250065,24,858.1,10,中立,大R反馈,这期抽卡也太坑人了
1177946297,23,0.0,10,不满意,小R反馈,还想要多点体力
1953206609,27,2022.7,10,中立,大R反馈,这概率是否有点过分了2:9
1021158132,34,2335.4,10,不满意,大R反馈,今天阿列克谢
1692763757,45,24969.8,10,不满意,大R反馈,今天阿列克谢
1460743976,45,0.0,10,不满意,玩家评论,这期抽卡也太坑人了
1179601272,51,11416.1,10,不满意,大R反馈,今天阿列克谢
1027663776,39,1517.7,10,中立,大R反馈,还想要多点体力
1742999798,47,0.0,10,不满意,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1581996680,40,2137.5,10,不满意,论坛讨论,就一个意见，不要实时pvp
1970910406,49,0.0,10,不满意,玩家评论,小黑，我想了解下，贝拉池子啥时候复刻
1700897805,35,1884.4,10,满意,玩家评论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1543354011,54,17476.8,10,不满意,论坛讨论,今后还会出sr角色吗，现在的sr角色好少哦
1573775509,45,16638.0,10,满意,论坛讨论,不用了?弃游了?谢谢
1094567027,50,22561.8,10,满意,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1385344984,46,1751.8,10,中立,论坛讨论,不用了?弃游了?谢谢
1067731749,53,9746.9,10,中立,论坛讨论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1798487184,27,1984.2,10,不满意,大R反馈,这概率是否有点过分了2:9
1760890809,25,0.0,10,不满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1493400473,50,16834.3,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1117208247,61,21671.3,10,不满意,大R反馈,国服大概什么时候会有累充奖励
1397833981,42,24106.5,10,中立,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1843184089,44,939.4,10,满意,玩家评论,还想要多点体力
1223361119,57,27018.9,10,不满意,小R反馈,还想要多点体力
1725062896,52,22859.2,10,不满意,论坛讨论,国服大概什么时候会有累充奖励
1478402322,23,2180.0,10,中立,大R反馈,今天阿列克谢
1666138700,29,1058.0,10,满意,玩家评论,今天阿列克谢
1413933035,40,835.0,10,中立,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1473035370,33,2468.3,10,满意,大R反馈,这概率是否有点过分了2:9
1438672865,48,21984.6,10,中立,大R反馈,这期抽卡也太坑人了
1641159036,39,1727.6,10,满意,小R反馈,不用了?弃游了?谢谢
1227821752,52,7390.7,10,不满意,论坛讨论,春节会有新的198自选吗
1820775659,27,3015.7,10,不满意,小R反馈,这期抽卡也太坑人了
1293248870,30,1313.3,10,满意,论坛讨论,今天阿列克谢
1226220721,27,1148.6,10,中立,玩家评论,春节会有新的198自选吗
1718090458,33,2388.3,10,满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1123290217,23,0.0,10,中立,玩家评论,今后还会出sr角色吗，现在的sr角色好少哦
1258547051,49,15752.2,10,不满意,大R反馈,今天阿列克谢
1372056566,33,1968.8,10,中立,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1856327874,37,4122.6,10,不满意,小R反馈,提个建议
1843097514,30,3273.3,10,中立,论坛讨论,这概率是否有点过分了2:9
1476582038,25,2095.1,10,满意,小R反馈,今天阿列克谢
1848769428,7,0.0,10,中立,大R反馈,今天阿列克谢
1890610323,45,1960.2,10,满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1529543491,19,0.0,10,满意,小R反馈,不用了?弃游了?谢谢
1924041730,31,1672.0,10,不满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1670067197,37,2363.9,10,中立,玩家评论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1586437426,17,0.0,10,满意,小R反馈,提个建议
1227294693,30,826.1,10,满意,论坛讨论,这概率是否有点过分了2:9
1545320112,32,2961.4,10,不满意,玩家评论,话说，那些低级材料以后会有优化么
1819118235,50,0.0,10,满意,大R反馈,不用了?弃游了?谢谢
1398577392,45,16314.1,10,中立,论坛讨论,还想要多点体力
1721429875,30,652.6,10,满意,论坛讨论,国服大概什么时候会有累充奖励
1890323176,35,2680.0,10,不满意,论坛讨论,65神兵扫荡连着七八天三金什么意思
1782621958,25,841.4,10,满意,论坛讨论,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1905375894,24,0.0,10,中立,大R反馈,话说，那些低级材料以后会有优化么
1961532663,10,0.0,10,中立,小R反馈,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1539016223,38,2104.0,10,不满意,玩家评论,能不能增加一个每周经验礼包
1960190146,41,2626.4,10,满意,论坛讨论,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1604240270,33,2669.7,10,不满意,论坛讨论,这期抽卡也太坑人了
1003893314,30,951.6,10,满意,论坛讨论,不用了?弃游了?谢谢
1233836212,39,3283.4,10,中立,小R反馈,还想要多点体力
1231518998,52,3915.5,10,中立,小R反馈,65神兵扫荡连着七八天三金什么意思
1505401962,35,3173.5,10,满意,玩家评论,不用了?弃游了?谢谢
1740353601,41,2245.4,10,满意,小R反馈,不用了?弃游了?谢谢
1785923953,47,4372.5,10,中立,小R反馈,提个建议
1885617513,25,0.0,10,不满意,论坛讨论,还想要多点体力
1182399562,20,2175.7,10,满意,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1859359853,17,391.8,10,不满意,小R反馈,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1482698878,40,1364.3,10,满意,论坛讨论,这游戏啥时候来个大版本更新啊，现在内容好少
1100059573,46,990.7,10,不满意,玩家评论,能不能增加一个每周经验礼包
1611158653,56,10085.6,10,满意,论坛讨论,实在不理解，12单，近8000块，就抽到4个要的
1740822395,8,0.0,10,满意,论坛讨论,这期抽卡也太坑人了
1728108894,30,1433.6,10,满意,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1012982973,47,0.0,10,满意,玩家评论,今天阿列克谢
1063347198,25,1453.2,10,满意,大R反馈,您好，请问一下，一会儿更新的角色，以后会加露西亚阵营吗？
1432516890,51,21670.0,10,满意,玩家评论,你们这破保底，早晚逼得我不想氪了
1220474785,34,1774.3,10,满意,论坛讨论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1816792090,35,696.9,10,中立,玩家评论,能不能增加一个每周经验礼包
1011361464,48,0.0,10,满意,玩家评论,国服大概什么时候会有累充奖励
1434728974,37,764.6,10,不满意,玩家评论,你们没考虑过60级装备的升级消耗和每天日常产出量吗？
1773566784,23,2124.2,10,中立,大R反馈,不用了?弃游了?谢谢
1327921898,46,14985.7,10,不满意,论坛讨论,国服大概什么时候会有累充奖励
1389105532,36,1824.3,10,不满意,小R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1345256986,24,2707.5,10,不满意,论坛讨论,国服大概什么时候会有累充奖励
1253075584,50,0.0,10,中立,论坛讨论,话说，那些低级材料以后会有优化么
1068664207,27,3426.3,10,满意,玩家评论,不用了?弃游了?谢谢
1647963686,58,26299.7,10,满意,小R反馈,春节会有新的198自选吗
1794362686,52,31204.4,10,不满意,玩家评论,有个小建议，就是你们会不会考虑以版本更新或新内容推迟的契机，搞个活动领取礼包码
1218892164,38,0.0,10,满意,小R反馈,话说，那些低级材料以后会有优化么
1014530215,35,0.0,10,中立,论坛讨论,小黑，我想了解下，贝拉池子啥时候复刻
1114712337,22,0.0,10,满意,论坛讨论,国服大概什么时候会有累充奖励
1328853566,28,2086.0,10,中立,论坛讨论,能不能增加一个每周经验礼包
1636972181,28,1226.8,10,满意,大R反馈,这游戏啥时候来个大版本更新啊，现在内容好少
1721009109,34,678.7,10,中立,玩家评论,你们这破保底，早晚逼得我不想氪了
1099899635,29,0.0,10,不满意,小R反馈,实在不理解，12单，近8000块，就抽到4个要的
1732751315,44,16938.8,10,中立,小R反馈,目前我天赋等级刷高了之后，这些低级材料就没用了，能不能出个合成
1412811178,25,0.0,10,满意,大R反馈,还想要多点体力
1994276270,30,635.1,10,满意,小R反馈,不用了?弃游了?谢谢
